"id","airport_type","name","country","city","iso_region","municipality","gps_code","iata_code","altitude","continent","local_code","coordinates"
8297,medium_airport,Sultan Azlan Shah Airport,MY,Ipoh,MY-08,"",WMKI,IPH,"130",AS,"","101.09200286865234, 4.567969799041748"
8298,medium_airport,Senai International Airport,MY,Johor Bahru,MY-01,"",WMKJ,JHB,"135",AS,"","103.669998, 1.64131"
8299,large_airport,Kuala Lumpur International Airport,MY,Kuala Lumpur,MY-14,"",WMKK,KUL,"69",AS,"","101.70999908447, 2.745579957962"
8300,medium_airport,Langkawi International Airport,MY,Langkawi,MY-02,"",WMKL,LGK,"29",AS,"","99.72869873046875, 6.329730033874512"
8301,medium_airport,Malacca Airport,MY,Malacca,MY-04,"",WMKM,MKZ,"35",AS,"","102.251998901, 2.2633600235"
8302,medium_airport,Sultan Mahmud Airport,MY,Kuala Terengganu,MY-11,"",WMKN,TGG,"21",AS,"","103.10299682617188, 5.3826398849487305"
8303,medium_airport,Penang International Airport,MY,Penang,MY-07,"",WMKP,PEN,"11",AS,"","100.2770004272461, 5.297140121459961"
8304,small_airport,Pulau Pangkor Airport,MY,Pangkor Island,MY-08,"",WMPA,PKG,"19",AS,"","100.5530014038086, 4.244719982147217"
8305,small_airport,LTS Pulau Redang Airport,MY,Redang,MY-11,"",WMPR,RDN,"36",AS,"","103.00700378417969, 5.765279769897461"
8306,medium_airport,Sultan Abdul Aziz Shah International Airport,MY,Subang,MY-10,"",WMSA,SZB,"90",AS,"","101.54900360107422, 3.130579948425293"
8307,small_airport,Decatur Shores Airport,US,Decatur,US-WA,"",WN07,DTR,"38",NA,WN07,"-122.814002991, 48.499801635699995"
8308,small_airport,Wanuma Airport,PG,Wanuma,PG-MPM,"",AYWH,WNU,"2260",OC,WUA,"145.3213, -4.8961"
8309,small_airport,Atauro Airport,TL,Atauro,TL-DI,"",WPAT,AUT,"29",AS,"","125.606378, -8.243133"
8310,medium_airport,Suai Airport,TL,Suai,TL-CO,"",WPDB,UAI,"96",AS,"","125.28700256347656, -9.30331039428711"
8311,medium_airport,Presidente Nicolau Lobato International Airport,TL,Dili,TL-DI,"",WPDL,DIL,"154",AS,"","125.526000977, -8.54640007019"
8312,medium_airport,Cakung Airport,TL,Baucau,TL-BA,"",WPEC,BCH,"1771",AS,"","126.401000977, -8.489029884339999"
8313,small_airport,Maliana Airport,TL,Maliana,TL-BO,"",WPMN,MPT,"",AS,"","125.214996, -8.97224"
8314,small_airport,Oecussi Airport,TL,Oecussi-Ambeno,TL-OE,"",WPOC,OEC,"",AS,"","124.34300231933594, -9.198060035705566"
8315,small_airport,Viqueque Airport,TL,Viqueque,TL-VI,"",WPVQ,VIQ,"500",AS,"","126.37300109863281, -8.88379955291748"
8316,small_airport,Haliwen Airport,ID,Atambua-Timor Island,ID-NT,"",WATA,ABU,"1027",AS,"","124.904998779, -9.073049545289999"
8317,small_airport,Gewayentana Airport,ID,Larantuka-Flores Island,ID-NT,"",WATL,LKA,"63",AS,"","123.002, -8.274424"
8318,small_airport,David Constantijn Saudale Airport,ID,Ba'a - Rote Island,ID-NT,"",WATR,RTI,"470",AS,"","123.0747, -10.7673"
8319,small_airport,Sabu-Tardanu Airport,ID,Sabu-Sawu Island,ID-NT,"",WATS,SAU,"71",AS,"","121.8482, -10.4924"
8320,small_airport,Sanggata/Sangkimah Airport,ID,Sanggata/Sangkimah,ID-KI,"",WALA,SGQ,"60",AS,"","117.543, 0.3847"
8321,small_airport,Long Bawan Airport,ID,Long Bawan-Borneo Island,ID-KU,"",WALB,LBW,"3165",AS,"","115.6921, 3.9028"
8322,small_airport,Bontang Airport,ID,Bontang-Borneo Island,ID-KI,"",WALC,BXT,"49",AS,"","117.474998, 0.119691"
8323,small_airport,Nunukan Airport,ID,Nunukan-Nunukan Island,ID-KU,"",WALF,NNX,"30",AS,"","117.666666667, 4.13333333333"
8324,small_airport,Tanah Grogot Airport,ID,Tanah Grogot-Borneo Island,ID-KI,"",WRLH,TNB,"17",AS,"","116.202003479, -1.91013002396"
8325,small_airport,Long Apung Airport,ID,Long Apung-Borneo Island,ID-KU,"",WALP,LPU,"627",AS,"","114.970297, 1.704486"
8326,heliport,Senipah Heliport,ID,Senipah,ID-KI,"",WALY,SZH,"38",AS,"","117.147701, -0.975679"
8327,small_airport,Wasua Airport,PG,Wasua,PG-WPD,"",AYIW,WSA,"45",OC,WAA,"142.8697, -8.2836"
8328,medium_airport,Paya Lebar Air Base,SG,"",SG-04,"",WSAP,QPG,"65",AS,"","103.91000366210938, 1.3604199886322021"
8329,medium_airport,Tengah Air Base,SG,"",SG-03,"",WSAT,TGA,"50",AS,"","103.708999634, 1.38725996017"
8330,seaplane_base,Steamboat Bay Seaplane Base,US,Steamboat Bay,US-AK,"",WSB,WSB,"",NA,WSB,"-133.641998291, 55.5295982361"
8331,seaplane_base,San Juan /Uganik/ Seaplane Base,US,San Juan,US-AK,"","",UGI,"0",NA,WSJ,"-153.320999, 57.7304"
8332,small_airport,Wiseman Airport,US,Wiseman,US-AK,"",WSM,WSM,"1180",NA,WSM,"-150.123001099, 67.4046020508"
8333,medium_airport,Seletar Airport,SG,Seletar,SG-02,"",WSSL,XSP,"36",AS,"","103.86799621582031, 1.416949987411499"
8334,large_airport,Singapore Changi Airport,SG,Singapore,SG-04,"",WSSS,SIN,"22",AS,"","103.994003, 1.35019"
8335,small_airport,Wantoat Airport,PG,Wantoat,PG-MPL,"",AYWC,WTT,"3900",OC,WNT,"146.467777778, -6.1325"
8336,small_airport,Wuvulu Island Airport,PG,Wuvulu Island,PG-MRL,"",AYVW,WUV,"16",OC,WUV,"142.836666667, -1.73611111111"
8337,small_airport,Glendale Fokker Field,US,Glendale,US-WV,"",WV66,GWV,"648",NA,WV66,"-80.7594985962, 39.948699951200005"
8338,small_airport,Urad Middle Banner,CN,Urad Middle Banner,CN-15,"","",WZQ,"3996",AS,"","108.53454, 41.45958"
8339,closed,W. H. Bramble Airport,MS,Plymouth,MS-U-A,"",TRPM,MNI,"",NA,"","-62.15639877319336, 16.758899688720703"
8340,seaplane_base,Miami Seaplane Base,US,Miami,US-FL,"",X44,MPB,"0",NA,X44,"-80.170303344727, 25.778299331665"
8341,seaplane_base,Blubber Bay Seaplane Base,CA,Blubber Bay,CA-BC,"","",XBB,"0",NA,"","-124.621064, 49.793958"
8342,small_airport,Biniguni Airport,PG,Biniguni,PG-NPP,"",AYBZ,XBN,"215",OC,BNI,"149.303888889, -9.6425"
8343,small_airport,Xinguara Municipal Airport,BR,Xinguara,BR-PA,"","",XIG,"800",SA,"","-49.9765, -7.0906"
8344,closed,Long XuyÃªn Airport,VN,Long XuyÃªn,VN-44,"","",XLO,"12",AS,"","105.473144, 10.330134"
8345,small_airport,Maramag Airport,PH,Maramag,PH-BUK,"","",XMA,"919",AS,"","125.0333, 7.7538"
8346,closed,Flughafen MÃ¼nchen-Riem,DE,Munich,DE-BY,"",EDDM,MUC,"",EU,"","11.69029999, 48.137798309"
8347,closed,Quáº£ng NgÃ£i Airfield,VN,Quáº£ng NgÃ£i,VN-13,"","",XNG,"50",AS,"","108.771816, 15.115474"
8348,small_airport,Xinbarag Youqi Baogede Airport,CN,New Barag Right Banner,CN-15,"","",XRQ,"1798",AS,"","116.939382, 48.575585"
8349,medium_airport,Smolensk North Airport,RU,Smolensk,RU-SMO,"","",LNX,"820",EU,XUBS,"32.025, 54.824"
8350,small_airport,Vinh Long Airfield,VN,Vinh Long,VN-49,"","",XVL,"27",AS,"","105.9445, 10.2509"
8351,small_airport,Waukon Municipal Airport,US,Waukon,US-IA,"",Y01,UKN,"1281",NA,Y01,"-91.469497680664, 43.280498504639"
8352,medium_airport,Albany Airport,AU,Albany,AU-WA,"",YABA,ALH,"233",OC,"","117.80899810791016, -34.94329833984375"
8353,small_airport,Abingdon Downs Airport,AU,"",AU-QLD,"",YABI,ABG,"",OC,"","143.167007446, -17.616699218799997"
8354,small_airport,Alton Downs Airport,AU,"",AU-SA,"",YADS,AWN,"",OC,"","139.266998291, -26.5333003998"
8355,small_airport,Augustus Downs Airport,AU,"",AU-QLD,"",YAGD,AUD,"46",OC,"","139.8780059814453, -18.514999389648438"
8356,seaplane_base,Lyall Harbour Seaplane Base,CA,Saturna Island,CA-BC,"","",YAJ,"0",NA,"","-123.1816, 48.7952"
8357,small_airport,Marla Airport,AU,"",AU-SA,"",YALA,MRP,"328",OC,"","133.6269989013672, -27.33329963684082"
8358,small_airport,Alexandria Homestead Airport,AU,"",AU-NT,"",YALX,AXL,"",OC,"","136.7100067138672, -19.060199737548828"
8359,small_airport,Aramac Airport,AU,"",AU-QLD,"",YAMC,AXC,"232",OC,"","145.24200439453125, -22.966699600219727"
8360,small_airport,Andamooka Airport,AU,"",AU-SA,"",YAMK,ADO,"76",OC,"","137.136993, -30.438299"
8361,small_airport,Ammaroo Airport,AU,"",AU-NT,"",YAMM,AMX,"",OC,"","135.24200439453125, -21.738300323486328"
8362,small_airport,Amata Airport,AU,"",AU-SA,"",YAMT,AMT,"695",OC,"","131.20700073242188, -26.108299255371094"
8363,small_airport,West Angelas Airport,AU,"",AU-WA,"",YANG,WLP,"2340",OC,"","118.707222222, -23.1355555556"
8364,small_airport,Anthony Lagoon Airport,AU,"",AU-NT,"",YANL,AYL,"",OC,"","135.535068512, -18.018079031"
8365,medium_airport,Alpha Airport,AU,Alpha,AU-QLD,"",YAPH,ABH,"1255",OC,"","146.584, -23.646099"
8366,seaplane_base,Maple Bay Seaplane Base,CA,Maple Bay,CA-BC,"","",YAQ,"0",NA,"","-123.6084, 48.8167"
8367,medium_airport,Ararat Airport,AU,"",AU-VIC,"",YARA,ARY,"1008",OC,"","142.98899841308594, -37.30939865112305"
8368,small_airport,Argyle Airport,AU,"",AU-WA,"",YARG,GYL,"522",OC,"","128.451004, -16.6369"
8369,medium_airport,Armidale Airport,AU,Armidale,AU-NSW,"",YARM,ARM,"3556",OC,"","151.617004395, -30.528099060099997"
8370,small_airport,Arrabury Airport,AU,"",AU-QLD,"",YARY,AAB,"334",OC,"","141.047771, -26.693023"
8371,small_airport,Aurukun Airport,AU,Aurukun,AU-QLD,"",YAUR,AUU,"31",OC,"","141.72065, -13.354067"
8372,small_airport,Austral Downs Airport,AU,"",AU-NT,"",YAUS,AWP,"",OC,"","137.75, -20.5"
8373,small_airport,Auvergne Airport,AU,"",AU-NT,"",YAUV,AVG,"",OC,"","130, -15.699999809265137"
8374,medium_airport,Ayers Rock Connellan Airport,AU,Ayers Rock,AU-NT,"",YAYE,AYQ,"1626",OC,"","130.975998, -25.1861"
8375,small_airport,Ayr Airport,AU,"",AU-QLD,"",YAYR,AYR,"41",OC,"","147.32899475097656, -19.584400177001953"
8376,small_airport,Brisbane Archerfield Airport,AU,Brisbane,AU-QLD,"",YBAF,ACF,"63",OC,"","153.007995605, -27.5702991486"
8377,small_airport,Northern Peninsula Airport,AU,Bamaga,AU-QLD,"",YNPE,ABM,"34",OC,"","142.459, -10.9508"
8378,medium_airport,Barcaldine Airport,AU,Barcaldine,AU-QLD,"",YBAR,BCI,"878",OC,"","145.307006836, -23.5652999878"
8379,medium_airport,Alice Springs Airport,AU,Alice Springs,AU-NT,"",YBAS,ASP,"1789",OC,"","133.90199279785156, -23.806699752807617"
8380,small_airport,Badu Island Airport,AU,"",AU-QLD,"",YBAU,BDD,"14",OC,"","142.1734, -10.149999618499999"
8381,small_airport,Barkly Downs Airport,AU,"",AU-QLD,"",YBAW,BKP,"810",OC,"","138.474722222, -20.4958333333"
8382,small_airport,Big Bell Airport,AU,Big Bell,AU-WA,"",YBBE,BBE,"",OC,"","117.672996521, -27.3285999298"
8383,large_airport,Brisbane International Airport,AU,Brisbane,AU-QLD,"",YBBN,BNE,"13",OC,"","153.11700439453125, -27.384199142456055"
8384,medium_airport,Gold Coast Airport,AU,Gold Coast,AU-QLD,"",YBCG,OOL,"21",OC,"","153.505004883, -28.1644001007"
8385,medium_airport,Blackall Airport,AU,Blackall,AU-QLD,"",YBCK,BKQ,"928",OC,"","145.429000854, -24.427799224900003"
8386,medium_airport,Cairns International Airport,AU,Cairns,AU-QLD,"",YBCS,CNS,"10",OC,"","145.755004883, -16.885799408"
8387,medium_airport,Charleville Airport,AU,Charleville,AU-QLD,"",YBCV,CTL,"1003",OC,"","146.261993408, -26.4132995605"
8388,small_airport,Bedford Downs Airport,AU,"",AU-WA,"",YBDF,BDW,"1750",OC,"","127.462997437, -17.286699295"
8389,small_airport,Bendigo Airport,AU,"",AU-VIC,"",YBDG,BXG,"705",OC,"","144.330001831, -36.7393989563"
8390,medium_airport,Birdsville Airport,AU,"",AU-QLD,"",YBDV,BVI,"159",OC,"","139.34800720214844, -25.897499084472656"
8391,small_airport,Bellburn Airstrip,AU,Pumululu National Park,AU-WA,"",YBEB,BXF,"810",OC,"","128.305, -17.545"
8392,small_airport,Betoota Airport,AU,"",AU-QLD,"",YBEO,BTX,"91",OC,"","140.7830047607422, -25.641700744628906"
8393,small_airport,Beagle Bay Airport,AU,Beagle Bay,AU-WA,"",YBGB,BEE,"124",OC,"","122.6464, -17.0165"
8394,small_airport,Boolgeeda,AU,"",AU-WA,"",YBGD,OCM,"1871",OC,"","117.275, -22.54"
8395,small_airport,Balgo Hill Airport,AU,Balgo,AU-WA,"",YBGO,BQW,"1440",OC,"","127.973, -20.1483"
8396,seaplane_base,Bull Harbour Water Aerodrome,CA,Bull Harbour,CA-BC,"","",YBH,"0",NA,AH6,"-127.9372, 50.9179"
8397,medium_airport,Broken Hill Airport,AU,Broken Hill,AU-NSW,"",YBHI,BHQ,"958",OC,"","141.472000122, -32.0013999939"
8398,medium_airport,Hamilton Island Airport,AU,Hamilton Island,AU-QLD,"",YBHM,HTI,"15",OC,"","148.95199585, -20.3581008911"
8399,medium_airport,Bedourie Airport,AU,"",AU-QLD,"",YBIE,BEU,"300",OC,"","139.4600067138672, -24.346099853515625"
8400,small_airport,Billiluna Airport,AU,"",AU-WA,"",YBIL,BIW,"1000",OC,"","127.666999817, -19.566699981699998"
8401,small_airport,Bizant Airport,AU,Lakefield National Park,AU-QLD,"",YBIZ,BZP,"65",OC,"","144.119444444, -14.7402777778"
8402,seaplane_base,Baie-Johan-Beetz Water Aerodrome,CA,Baie-Johan-Beetz,CA-QC,"","",YBJ,"",NA,SG6,"-62.8063, 50.2838"
8403,medium_airport,Bourke Airport,AU,"",AU-NSW,"",YBKE,BRK,"352",OC,"","145.95199584960938, -30.039199829101562"
8404,small_airport,Burketown Airport,AU,"",AU-QLD,"",YBKT,BUC,"21",OC,"","139.53399658203125, -17.748600006103516"
8405,medium_airport,Benalla Airport,AU,"",AU-VIC,"",YBLA,BLN,"569",OC,"","146.0070037841797, -36.55189895629883"
8406,small_airport,Balcanoona Airport,AU,"",AU-SA,"",YBLC,LCN,"144",OC,"","139.33700561523438, -30.53499984741211"
8407,small_airport,Bollon Airport,AU,"",AU-QLD,"",YBLL,BLS,"182",OC,"","147.48300170898438, -28.058300018310547"
8408,small_airport,Busselton Regional Airport,AU,"",AU-WA,"",YBLN,BQB,"55",OC,"","115.401596069, -33.6884231567"
8409,medium_airport,Mount Isa Airport,AU,Mount Isa,AU-QLD,"",YBMA,ISA,"1121",OC,"","139.488998413, -20.663900375399997"
8410,medium_airport,Sunshine Coast Airport,AU,Maroochydore,AU-QLD,"",YBSU,MCY,"15",OC,"","153.091003, -26.6033"
8411,small_airport,Bloomfield River Airport,AU,"",AU-QLD,"",YBMD,BFC,"",OC,"","145.330001831, -15.8736000061"
8412,medium_airport,Mackay Airport,AU,Mackay,AU-QLD,"",YBMK,MKY,"19",OC,"","149.179992676, -21.171699523900003"
8413,medium_airport,Ballina Byron Gateway Airport,AU,Ballina,AU-NSW,"",YBNA,BNK,"7",OC,"","153.56199646, -28.8339004517"
8414,medium_airport,Bairnsdale Airport,AU,"",AU-VIC,"",YBNS,BSJ,"165",OC,"","147.5679931640625, -37.88750076293945"
8415,small_airport,Boigu Airport,AU,"",AU-QLD,"",YBOI,GIC,"23",OC,"","142.218002319, -9.23278045654"
8416,medium_airport,Oakey Airport,AU,"",AU-QLD,"",YBOK,OKY,"1335",OC,"","151.73500061035156, -27.411399841308594"
8417,medium_airport,Boulia Airport,AU,"",AU-QLD,"",YBOU,BQL,"542",OC,"","139.89999389648438, -22.913299560546875"
8418,small_airport,Brampton Island Airport,AU,"",AU-QLD,"",YBPI,BMP,"11",OC,"","149.27000427246094, -20.803300857543945"
8419,medium_airport,Proserpine Whitsunday Coast Airport,AU,Proserpine,AU-QLD,"",YBPN,PPP,"82",OC,"","148.552001953, -20.4950008392"
8420,seaplane_base,Telegraph Harbour Seaplane Base,CA,Thetis Island,CA-BC,"","",YBQ,"0",NA,"","-123.664, 48.97"
8421,medium_airport,Rockhampton Airport,AU,Rockhampton,AU-QLD,"",YBRK,ROK,"34",OC,"","150.475006104, -23.3819007874"
8422,small_airport,Borroloola Airport,AU,"",AU-NT,"",YBRL,BOX,"55",OC,"","136.302001953125, -16.075300216674805"
8423,medium_airport,Broome International Airport,AU,Broome,AU-WA,"",YBRM,BME,"56",OC,"","122.23200225830078, -17.944700241088867"
8424,medium_airport,Balranald Airport,AU,"",AU-NSW,"",YBRN,BZD,"210",OC,"","143.5780029296875, -34.623600006103516"
8425,small_airport,Brunette Downs Airport,AU,"",AU-NT,"",YBRU,BTD,"700",OC,"","135.93800354, -18.639999389599996"
8426,medium_airport,Brewarrina Airport,AU,"",AU-NSW,"",YBRW,BWQ,"414",OC,"","146.81700134277344, -29.973899841308594"
8427,small_airport,Barimunya Airport,AU,"",AU-WA,"",YBRY,BYP,"2082",OC,"","119.16600036621, -22.673900604248"
8428,medium_airport,Bathurst Airport,AU,Bathurst,AU-NSW,"",YBTH,BHS,"2435",OC,"","149.651992798, -33.4094009399"
8429,medium_airport,Bathurst Island Airport,AU,"",AU-NT,"",YBTI,BRT,"67",OC,"","130.6199951171875, -11.769200325012207"
8430,medium_airport,Townsville Airport,AU,Townsville,AU-QLD,"",YBTL,TSV,"18",OC,"","146.76499938964844, -19.252500534057617"
8431,medium_airport,Blackwater Airport,AU,"",AU-QLD,"",YBTR,BLT,"657",OC,"","148.8070068359375, -23.603099822998047"
8432,small_airport,Batavia Downs Airport,AU,"",AU-QLD,"",YBTV,BVW,"",OC,"","142.675003052, -12.6591997147"
8433,medium_airport,Bundaberg Airport,AU,Bundaberg,AU-QLD,"",YBUD,BDB,"107",OC,"","152.319000244, -24.903900146499996"
8434,small_airport,Bunbury Airport,AU,"",AU-WA,"",YBUN,BUY,"53",OC,"","115.677001953125, -33.378299713134766"
8435,small_airport,Bulimba Airport,AU,"",AU-QLD,"",YBWM,BIP,"470",OC,"","143.479003906, -16.8808002472"
8436,small_airport,Bowen Airport,AU,"",AU-QLD,"",YBWN,ZBO,"8",OC,"","148.21499633789062, -20.018299102783203"
8437,medium_airport,Weipa Airport,AU,Weipa,AU-QLD,"",YBWP,WEI,"63",OC,"","141.925003052, -12.6786003113"
8438,small_airport,Bolwarra Airport,AU,"",AU-QLD,"",YBWR,BCK,"",OC,"","144.169006348, -17.388299942"
8439,medium_airport,Toowoomba Wellcamp Airport,AU,Toowoomba,AU-QLD,"",YBWW,WTB,"1509",OC,"","151.793335, -27.558332"
8440,small_airport,Barrow Island Airport,AU,"",AU-WA,"",YBWX,BWB,"26",OC,"","115.40599822998047, -20.86440086364746"
8441,small_airport,Beverley Springs Airport,AU,"",AU-WA,"",YBYS,BVZ,"385",OC,"","125.43299865722656, -16.733299255371094"
8442,small_airport,Cattle Creek Airport,AU,"",AU-NT,"",YCAC,CTR,"",OC,"","131.548995972, -17.607000351"
8443,small_airport,Caiguna Airport,AU,"",AU-WA,"",YCAG,CGV,"87",OC,"","125.49299621582031, -32.26499938964844"
8444,small_airport,Coolah Airport,AU,"",AU-NSW,"",YCAH,CLH,"504",OC,"","149.61000061035156, -31.773300170898438"
8445,medium_airport,Carnarvon Airport,AU,Carnarvon,AU-WA,"",YCAR,CVQ,"13",OC,"","113.67174, -24.880211"
8446,small_airport,Casino Airport,AU,"",AU-NSW,"",YCAS,CSI,"86",OC,"","153.06700134277344, -28.88279914855957"
8447,medium_airport,Cobar Airport,AU,"",AU-NSW,"",YCBA,CAZ,"724",OC,"","145.79400634765625, -31.538299560546875"
8448,medium_airport,Coonabarabran Airport,AU,"",AU-NSW,"",YCBB,COJ,"2117",OC,"","149.26699829101562, -31.332500457763672"
8449,small_airport,Canobie Airport,AU,Canobie,AU-QLD,"",YCBE,CBY,"",OC,"","140.927001953, -19.479400634799998"
8450,small_airport,Cape Barren Island Airport,AU,"",AU-TAS,"",YCBN,CBI,"",OC,"","148.01699829101562, -40.391700744628906"
8451,medium_airport,Coober Pedy Airport,AU,"",AU-SA,"",YCBP,CPD,"740",OC,"","134.7209930419922, -29.040000915527344"
8452,small_airport,Collarenebri Airport,AU,"",AU-NSW,"",YCBR,CRB,"152",OC,"","148.58200073242188, -29.521699905395508"
8453,medium_airport,Chinchilla Airport,AU,"",AU-QLD,"",YCCA,CCL,"1028",OC,"","150.61700439453125, -26.774999618530273"
8454,small_airport,Coconut Island Airport,AU,"",AU-QLD,"",YCCT,CNC,"3",OC,"","143.07000732421875, -10.050000190734863"
8455,medium_airport,Cloncurry Airport,AU,Cloncurry,AU-QLD,"",YCCY,CNJ,"616",OC,"","140.503997803, -20.668600082399998"
8456,small_airport,Condobolin Airport,AU,"",AU-NSW,"",YCDO,CBX,"650",OC,"","147.20899963378906, -33.06439971923828"
8457,small_airport,Caloundra Airport,AU,"",AU-QLD,"",YCDR,CUD,"12",OC,"","153.10000610351562, -26.799999237060547"
8458,medium_airport,Ceduna Airport,AU,"",AU-SA,"",YCDU,CED,"77",OC,"","133.7100067138672, -32.13059997558594"
8459,medium_airport,Cleve Airport,AU,"",AU-SA,"",YCEE,CVC,"589",OC,"","136.5050048828125, -33.70970153808594"
8460,seaplane_base,Cortes Bay Water Aerodrome,CA,Cortes Bay,CA-BC,"","",YCF,"0",NA,AM6,"-124.930002, 50.0630001"
8461,small_airport,Camfield Airport,AU,"",AU-NT,"",YCFD,CFI,"",OC,"","131.32699584960938, -17.021699905395508"
8462,small_airport,Clifton Hills Airport,AU,Clifton Hills,AU-SA,"",YCFH,CFH,"105",OC,"","138.891998291, -27.018299102800004"
8463,small_airport,Cape Flattery Airport,AU,"",AU-QLD,"",YCFL,CQP,"3609",OC,"","145.311667, -14.970832"
8464,small_airport,Chillagoe Airport,AU,"",AU-QLD,"",YCGO,LLG,"1110",OC,"","144.529006958, -17.1427993774"
8465,small_airport,Cherrabah Airport,AU,Cherrabah Homestead Resort,AU-QLD,"",YCHB,CRH,"2228",OC,"","152.08895, -28.4301"
8466,small_airport,Graeme Rowley Aerodrome,AU,Christmas Creek Mine,AU-WA,"",YCHK,CKW,"1462",OC,"","119.6426, -22.3543"
8467,small_airport,Charters Towers Airport,AU,"",AU-QLD,"",YCHT,CXT,"955",OC,"","146.2729949951172, -20.043100357055664"
8468,medium_airport,RAAF Base Curtin,AU,"",AU-WA,"",YCIN,DCN,"300",OC,"","123.82800293, -17.5813999176"
8469,small_airport,Croker Island Airport,AU,"",AU-NT,"",YCKI,CKI,"16",OC,"","132.48300170898438, -11.164999961853027"
8470,medium_airport,Cooktown Airport,AU,"",AU-QLD,"",YCKN,CTN,"26",OC,"","145.1840057373047, -15.444700241088867"
8471,medium_airport,Clermont Airport,AU,"",AU-QLD,"",YCMT,CMQ,"908",OC,"","147.62100219726562, -22.773099899291992"
8472,medium_airport,Cunnamulla Airport,AU,"",AU-QLD,"",YCMU,CMA,"630",OC,"","145.6219940185547, -28.030000686645508"
8473,small_airport,Camooweal Airport,AU,"",AU-QLD,"",YCMW,CML,"241",OC,"","138.125, -19.911699295043945"
8474,small_airport,Camp Nifty Airport,AU,"",AU-WA,"",YCNF,NIF,"295",OC,"","121.58699798583984, -21.67169952392578"
8475,small_airport,Cessnock Airport,AU,"",AU-NSW,"",YCNK,CES,"210",OC,"","151.341995, -32.787498"
8476,medium_airport,Coonamble Airport,AU,"",AU-NSW,"",YCNM,CNB,"604",OC,"","148.37600708007812, -30.983299255371094"
8477,small_airport,Cordillo Downs Airport,AU,Cordillo Downs,AU-SA,"",YCOD,ODL,"125",OC,"","140.63800048828125, -26.74530029296875"
8478,medium_airport,Coen Airport,AU,Coen,AU-QLD,"",YCOE,CUQ,"532",OC,"","143.113311, -13.761133"
8479,small_airport,Collie Airport,AU,Collie,AU-WA,"",YCOI,CIE,"818",OC,"","116.217002869, -33.3666992188"
8480,medium_airport,Cooma Snowy Mountains Airport,AU,Cooma,AU-NSW,"",YCOM,OOM,"3088",OC,"","148.973999023, -36.3005981445"
8481,small_airport,Cooinda Airport,AU,"",AU-NT,"",YCOO,CDA,"13",OC,"","132.53199768066406, -12.903300285339355"
8482,medium_airport,Corowa Airport,AU,"",AU-NSW,"",YCOR,CWW,"469",OC,"","146.35699462890625, -35.99470138549805"
8483,small_airport,Carpentaria Downs Airport,AU,Carpentaria Downs,AU-QLD,"",YCPN,CFP,"1585",OC,"","144.317001343, -18.7166996002"
8484,medium_airport,Corryong Airport,AU,"",AU-VIC,"",YCRG,CYG,"963",OC,"","147.88800048828125, -36.18280029296875"
8485,small_airport,Christmas Creek Station Airport,AU,Christmas Creek,AU-WA,"",YCRK,CXQ,"540",OC,"","125.9338, -18.8728"
8486,small_airport,Croydon Airport,AU,"",AU-QLD,"",YCRY,CDQ,"107",OC,"","142.25799560546875, -18.225000381469727"
8487,small_airport,Collinsville Airport,AU,"",AU-QLD,"",YCSV,KCE,"180",OC,"","147.86000061035156, -20.59670066833496"
8488,medium_airport,Cootamundra Airport,AU,"",AU-NSW,"",YCTM,CMD,"1110",OC,"","148.0279998779297, -34.6239013671875"
8489,small_airport,Cudal Airport,AU,"",AU-NSW,"",YCUA,CUG,"491",OC,"","148.76300048828125, -33.27830123901367"
8490,small_airport,Cue Airport,AU,"",AU-WA,"",YCUE,CUY,"442",OC,"","117.91799926757812, -27.446699142456055"
8491,small_airport,Coondewanna Airport,AU,Coondewanna,AU-WA,"",YCWA,CJF,"2300",OC,"","118.81300354004, -22.96669960022"
8492,small_airport,Cowarie Airport,AU,"",AU-SA,"",YCWI,CWR,"52",OC,"","138.3280029296875, -27.711700439453125"
8493,small_airport,Cowell Airport,AU,"",AU-SA,"",YCWL,CCW,"39",OC,"","136.89199829101562, -33.66669845581055"
8494,medium_airport,Cowra Airport,AU,"",AU-NSW,"",YCWR,CWT,"966",OC,"","148.6490020751953, -33.84469985961914"
8495,small_airport,Coolawanyah Airport,AU,Coolawanyah Station,AU-WA,"",YCWY,COY,"1195",OC,"","117.755, -21.7946"
8496,small_airport,Dajarra Airport,AU,"",AU-QLD,"",YDAJ,DJR,"335",OC,"","139.5330047607422, -21.70829963684082"
8497,small_airport,Dalby Airport,AU,"",AU-QLD,"",YDAY,DBY,"1137",OC,"","151.26699829101562, -27.15530014038086"
8498,medium_airport,Dirranbandi Airport,AU,"",AU-QLD,"",YDBI,DRN,"567",OC,"","148.2169952392578, -28.591699600219727"
8499,small_airport,Dunbar Airport,AU,"",AU-QLD,"",YDBR,DNB,"15",OC,"","142.39999389648438, -16.049999237060547"
8500,medium_airport,Derby Airport,AU,"",AU-WA,"",YDBY,DRB,"24",OC,"","123.66100311279297, -17.3700008392334"
8501,small_airport,Drumduff Airport,AU,Drumduff,AU-QLD,"",YDDF,DFP,"",OC,"","143.011993408, -16.0529994965"
8502,small_airport,Dalgaranga Gold Mine Airport,AU,"",AU-WA,"",YDGA,DGD,"1459",OC,"","117.316388889, -27.830277777800003"
8503,small_airport,Doongan Airport,AU,"",AU-WA,"",YDGN,DNG,"",OC,"","126.302235, -15.386429"
